
START Gz Ax Ay Index Gx Gy END
START 3.183206106870229 0.2890625 0.052734375 2 -18.14503816793893 -2.8473282442748094 END
START 0.10687022900763359 0.268310546875 0.0625 3 -0.6793893129770993 -0.061068702290076333 END
START 0.3053435114503817 0.22802734375 0.015625 4 -0.6259541984732825 -2.8931297709923665 END
START 0.3053435114503817 0.276123046875 0.019287109375 5 -0.5267175572519084 -2.618320610687023 END
START 0.3816793893129771 0.28076171875 0.00830078125 6 -0.46564885496183206 -2.931297709923664 END
START 0.3816793893129771 0.280029296875 0.019287109375 7 -0.32061068702290074 -1.3587786259541985 END
START 0.183206106870229 0.287353515625 0.005859375 8 -0.0916030534351145 -1.8625954198473282 END
START 0.1297709923664122 0.293212890625 0.006591796875 9 0.11450381679389313 2.4885496183206106 END
START 2.053435114503817 0.2958984375 0.0068359375 10 1.1603053435114503 4.343511450381679 END
START 1.8625954198473282 0.26611328125 -0.02490234375 11 2.6412213740458017 4.358778625954199 END
START 0.24427480916030533 0.2431640625 -0.073974609375 12 0.732824427480916 0.2366412213740458 END
START -0.1450381679389313 0.28369140625 0.004150390625 13 7.015267175572519 5.259541984732825 END
START -0.2748091603053435 0.239501953125 0.038330078125 14 8.938931297709924 4.984732824427481 END
START -0.6030534351145038 0.288818359375 0.03173828125 15 3.236641221374046 3.427480916030534 END
START -0.0916030534351145 0.278564453125 0.00732421875 16 -1.6641221374045803 -1.0687022900763359 END
START 1.0305343511450382 0.244384765625 0.03564453125 17 -4.312977099236641 -1.9389312977099236 END
START 0.916030534351145 0.28076171875 0.030517578125 18 -3.351145038167939 -1.4274809160305344 END
START 0.37404580152671757 0.26806640625 0.020263671875 19 -1.381679389312977 -0.3816793893129771 END
START 0.16793893129770993 0.261962890625 0.019287109375 20 0.5801526717557252 0.7022900763358778 END
START -0.03816793893129771 0.2734375 0.0234375 21 1.8931297709923665 1.1374045801526718 END
START 1.9465648854961832 0.26220703125 0.029296875 22 3.8396946564885495 0.9541984732824428 END
START -0.13740458015267176 0.2607421875 0.02783203125 23 0.9770992366412213 0.45038167938931295 END
START 0.20610687022900764 0.264404296875 0.022216796875 24 -0.015267175572519083 0.0916030534351145 END
START 0.15267175572519084 0.268310546875 0.02294921875 25 -0.6335877862595419 -0.1297709923664122 END
START 0.3511450381679389 0.267333984375 0.022216796875 26 -0.7175572519083969 -0.022900763358778626 END
START 0.17557251908396945 0.27587890625 0.024658203125 27 -0.1297709923664122 0.1297709923664122 END
