
START Gz Ax Ay Index Gx Gy END
START 1.4198473282442747 0.1875 0.074951171875 2 -23.198473282442748 4.137404580152672 END
START 0.5343511450381679 0.343017578125 0.03515625 3 -5.343511450381679 0.7786259541984732 END
START 0.6412213740458015 0.27587890625 0.005859375 4 -1.450381679389313 0.7709923664122137 END
START 0.0916030534351145 0.2802734375 -0.00341796875 5 -0.8244274809160306 1.1221374045801527 END
START 0.022900763358778626 0.262451171875 -0.015625 6 -0.48854961832061067 0.8854961832061069 END
START -0.05343511450381679 0.257568359375 -0.0078125 7 -0.4198473282442748 0.9389312977099237 END
START -1.9541984732824427 0.25830078125 -0.01318359375 8 -0.3816793893129771 0.7251908396946565 END
START 0.21374045801526717 0.2587890625 -0.008544921875 9 -0.15267175572519084 -0.21374045801526717 END
START 0.25190839694656486 0.256103515625 -0.0087890625 10 0.20610687022900764 -0.5572519083969466 END
START 0.366412213740458 0.261474609375 -0.013671875 11 0.648854961832061 -1.4885496183206106 END
START 1.9312977099236641 0.260009765625 -0.05029296875 12 4.786259541984733 -3.8702290076335877 END
START 3.9618320610687023 0.24267578125 -0.11083984375 13 23.374045801526716 -0.16030534351145037 END
START -3.2748091603053435 0.240966796875 -0.018310546875 14 7.473282442748092 -0.2366412213740458 END
START -1.16793893129771 0.20556640625 0.18798828125 15 2.4427480916030535 -0.13740458015267176 END
START 0.15267175572519084 0.269775390625 -0.017578125 16 2.66412213740458 1.7633587786259541 END
START 0.4122137404580153 0.252685546875 0.017333984375 17 0.5725190839694656 0.05343511450381679 END
START 0.06870229007633588 0.254638671875 0.026611328125 18 -1.3969465648854962 -0.42748091603053434 END
START 0.16030534351145037 0.26416015625 0.012939453125 19 0.13740458015267176 0.12213740458015267 END
START 0.2748091603053435 0.26318359375 0.02880859375 20 0.8625954198473282 0.5725190839694656 END
START 0.16793893129770993 0.2666015625 0.01025390625 21 0.37404580152671757 0.05343511450381679 END
START 0.16793893129770993 0.26416015625 0.0087890625 22 -0.25190839694656486 -0.061068702290076333 END
START 0.1984732824427481 0.270263671875 0.00927734375 23 0.2595419847328244 0.2366412213740458 END
START 0.25190839694656486 0.270263671875 0.0283203125 24 0.04580152671755725 0.1450381679389313 END
START 0.1984732824427481 0.277587890625 0.01806640625 25 -0.20610687022900764 0.08396946564885496 END
START 0.22137404580152673 0.26708984375 0.016357421875 26 -0.061068702290076333 0.13740458015267176 END
START 0.19083969465648856 0.264404296875 0.017822265625 27 -0.11450381679389313 0.0916030534351145 END
START 0.183206106870229 0.260009765625 0.0146484375 28 -0.15267175572519084 0.061068702290076333 END
START 0.1297709923664122 0.250244140625 0.013671875 29 0.007633587786259542 0.08396946564885496 END
START 0.16030534351145037 0.262939453125 0.01171875 30 0.030534351145038167 0.13740458015267176 END
START 0.19083969465648856 0.269775390625 0.011474609375 31 -0.022900763358778626 0.16030534351145037 END
START 0.183206106870229 0.251220703125 0.005126953125 32 -0.06870229007633588 0.1450381679389313 END
START 0.20610687022900764 0.265380859375 0.003662109375 33 -0.10687022900763359 0.10687022900763359 END
START 0.17557251908396945 0.26513671875 0.0234375 34 -0.15267175572519084 0.09923664122137404 END
START 0.19083969465648856 0.254150390625 0.018310546875 35 -0.1297709923664122 0.06870229007633588 END
START 0.22137404580152673 0.25634765625 0.0146484375 36 -0.08396946564885496 0.06870229007633588 END
START 0.22900763358778625 0.26416015625 0.00048828125 37 1.9465648854961832 0.09923664122137404 END
START 0.22137404580152673 0.26806640625 0.004638671875 38 0.030534351145038167 0.16030534351145037 END
START 0.21374045801526717 0.267578125 0.005859375 39 0.06870229007633588 0.17557251908396945 END
START 0.20610687022900764 0.27197265625 0.0107421875 40 -0.030534351145038167 0.17557251908396945 END
START 0.20610687022900764 0.267333984375 0.0 41 -0.06870229007633588 0.13740458015267176 END
START 0.19083969465648856 0.262939453125 0.00830078125 42 -0.183206106870229 0.06870229007633588 END
START 0.13740458015267176 0.25 0.020751953125 43 -0.15267175572519084 0.0916030534351145 END
START 0.1450381679389313 0.259765625 0.020263671875 44 -0.183206106870229 0.08396946564885496 END
START 0.1450381679389313 0.27001953125 0.010986328125 45 -0.030534351145038167 0.13740458015267176 END
START 0.11450381679389313 0.26806640625 0.00830078125 46 -0.015267175572519083 0.13740458015267176 END
START 0.16793893129770993 0.267333984375 0.009765625 47 -1.9389312977099236 0.19083969465648856 END
START 0.15267175572519084 0.2509765625 0.027099609375 48 -0.0916030534351145 0.12213740458015267 END
START 0.22137404580152673 0.260498046875 0.0185546875 49 -0.10687022900763359 0.12213740458015267 END
START 0.22137404580152673 0.259033203125 0.01953125 50 -0.17557251908396945 0.08396946564885496 END
START 0.20610687022900764 0.257080078125 0.028076171875 51 -0.20610687022900764 0.05343511450381679 END
START 0.22137404580152673 0.2578125 0.016845703125 52 1.8778625954198473 0.061068702290076333 END
START 0.19083969465648856 0.27978515625 0.00830078125 53 -0.061068702290076333 0.0916030534351145 END
START 0.19083969465648856 0.267822265625 0.010498046875 54 0.06870229007633588 0.16793893129770993 END
START 0.19083969465648856 0.270751953125 0.01025390625 55 -0.04580152671755725 0.16793893129770993 END
START 0.16793893129770993 0.27490234375 0.027099609375 56 -0.03816793893129771 0.15267175572519084 END
START 0.19083969465648856 0.2685546875 0.018310546875 57 -0.09923664122137404 0.12213740458015267 END
START 0.16793893129770993 0.263916015625 0.018798828125 58 -0.19083969465648856 0.09923664122137404 END
