time,Ax,Ay,Az,Gx,Gy,Gz
0.005307912826538086,0.0,0.0,0.0,0.0,0.0,0.0
0.010419845581054688,-0.01806640625,0.42138671875,0.1484375,2.045801526717557,-4.465648854961832,-4.549618320610687
0.015514850616455078,-0.02099609375,0.42919921875,0.158447265625,3.3893129770992365,-6.5038167938931295,-4.9541984732824424
0.020612001419067383,-0.003173828125,0.415283203125,0.15625,2.3587786259541983,-6.129770992366412,-4.847328244274809
0.02569890022277832,-0.0322265625,0.42529296875,0.153564453125,-0.04580152671755725,1.8702290076335877,0.6183206106870229
0.03083205223083496,-0.019287109375,0.417236328125,0.148681640625,-0.10687022900763359,0.1984732824427481,0.16030534351145037
0.03595900535583496,-0.0224609375,0.4345703125,0.167236328125,-0.16030534351145037,0.06870229007633588,0.21374045801526717
0.04108285903930664,-0.021728515625,0.4169921875,0.16357421875,-0.17557251908396945,0.16030534351145037,0.10687022900763359
0.04623603820800781,-0.02294921875,0.422607421875,0.16357421875,-0.08396946564885496,0.1297709923664122,0.24427480916030533
0.051338911056518555,-0.024169921875,0.423828125,0.159423828125,-0.21374045801526717,0.07633587786259542,0.09923664122137404
0.056424856185913086,-0.02001953125,0.430419921875,0.14892578125,-0.10687022900763359,0.20610687022900764,0.1984732824427481
0.06152200698852539,-0.026611328125,0.432373046875,0.15771484375,-0.17557251908396945,0.03816793893129771,0.16030534351145037
0.06663990020751953,-0.001708984375,0.429931640625,0.1611328125,-0.06870229007633588,0.21374045801526717,0.16793893129770993
0.07175087928771973,-0.02587890625,0.433349609375,0.165771484375,-0.09923664122137404,0.061068702290076333,0.183206106870229
0.07685995101928711,-0.0185546875,0.42578125,0.152587890625,-0.12213740458015267,0.10687022900763359,0.12213740458015267
0.08196806907653809,-0.0224609375,0.430419921875,0.161376953125,-0.07633587786259542,0.0916030534351145,0.20610687022900764
0.08707499504089355,-0.026123046875,0.43310546875,0.155517578125,-0.1984732824427481,0.09923664122137404,0.09923664122137404
0.09218406677246094,-0.01513671875,0.43359375,0.1513671875,-0.08396946564885496,0.13740458015267176,0.15267175572519084
0.09729385375976562,-0.0263671875,0.43212890625,0.15869140625,-0.1984732824427481,0.03816793893129771,0.16030534351145037
0.1024019718170166,-0.01904296875,0.425048828125,0.160888671875,-0.1297709923664122,0.16030534351145037,0.16793893129770993
0.10751605033874512,-0.02001953125,0.429443359375,0.156005859375,-0.1450381679389313,0.04580152671755725,0.22137404580152673
0.11262392997741699,-0.01708984375,0.423828125,0.169189453125,-0.17557251908396945,0.1297709923664122,0.12213740458015267
0.11773085594177246,-0.0087890625,0.424072265625,0.168701171875,-0.07633587786259542,0.0916030534351145,0.2595419847328244
0.12284493446350098,-0.023193359375,0.4267578125,0.163818359375,-0.17557251908396945,0.06870229007633588,0.13740458015267176
0.12795186042785645,-0.02197265625,0.428466796875,0.16064453125,-0.05343511450381679,0.183206106870229,0.24427480916030533
0.13306093215942383,-0.02490234375,0.42822265625,0.161376953125,-0.22900763358778625,0.007633587786259542,0.183206106870229
0.1381669044494629,-0.01220703125,0.423095703125,0.158935546875,-0.06870229007633588,0.20610687022900764,0.183206106870229
0.14327287673950195,-0.03125,0.4287109375,0.160888671875,-0.183206106870229,0.0,0.2366412213740458
0.14838504791259766,-0.012451171875,0.42626953125,0.15087890625,-0.12213740458015267,0.22137404580152673,0.1297709923664122
0.15349292755126953,-0.01708984375,0.428955078125,0.158935546875,-0.12213740458015267,0.04580152671755725,0.2595419847328244
0.158599853515625,-0.030517578125,0.421875,0.16259765625,-0.16793893129770993,0.12213740458015267,0.07633587786259542
0.16370606422424316,-0.023193359375,0.427734375,0.163330078125,-0.061068702290076333,0.15267175572519084,0.24427480916030533
0.16881489753723145,-0.021484375,0.429931640625,0.15771484375,-0.20610687022900764,-1.9236641221374047,0.12213740458015267
0.17392897605895996,-0.013916015625,0.42626953125,0.15771484375,-0.04580152671755725,0.20610687022900764,0.20610687022900764
0.1791079044342041,-0.021728515625,0.44384765625,0.16748046875,-0.2366412213740458,-0.015267175572519083,0.1450381679389313
