
START Gz Ax Ay Index Gx Gy END
START -0.6030534351145038 0.254150390625 0.082275390625 2 -2.2061068702290076 -6.557251908396947 END
START 1.3053435114503817 0.340087890625 0.088623046875 3 -2.3587786259541983 -4.0534351145038165 END
START 1.1145038167938932 0.2451171875 -0.028564453125 4 -0.6641221374045801 -2.8091603053435112 END
START 2.564885496183206 0.287353515625 -0.013916015625 5 1.1450381679389312 -3.854961832061069 END
START 0.8396946564885496 0.338134765625 0.07470703125 6 -0.06870229007633588 -0.9465648854961832 END
START 0.9694656488549618 0.269287109375 -0.009521484375 7 0.549618320610687 -0.549618320610687 END
START 0.3969465648854962 0.277099609375 0.0 8 0.022900763358778626 -0.26717557251908397 END
START 0.16030534351145037 0.279296875 0.004150390625 9 1.9236641221374047 0.015267175572519083 END
START -0.21374045801526717 0.275146484375 0.00341796875 10 -0.366412213740458 0.7557251908396947 END
START -0.7404580152671756 0.28564453125 0.00390625 11 -1.3587786259541985 2.015267175572519 END
START -1.6488549618320612 0.283447265625 0.003173828125 12 -1.5877862595419847 2.7022900763358777 END
START -2.687022900763359 0.09619140625 0.0380859375 13 9.717557251908397 2.595419847328244 END
START 1.7786259541984732 0.532470703125 -0.311767578125 14 17.47328244274809 7.030534351145038 END
START -1.2366412213740459 0.2861328125 0.080078125 15 9.083969465648854 3.5343511450381677 END
START 0.3511450381679389 0.228271484375 -0.046875 16 0.9847328244274809 0.12213740458015267 END
START 1.6030534351145038 0.24951171875 0.033935546875 17 -4.0534351145038165 -3.66412213740458 END
START 0.6030534351145038 0.257080078125 0.041748046875 18 -2.7251908396946565 -0.6717557251908397 END
START 0.19083969465648856 0.267822265625 0.031005859375 19 -0.8473282442748091 -0.1450381679389313 END
START -0.1297709923664122 0.263671875 0.03466796875 20 1.366412213740458 0.8320610687022901 END
START -0.31297709923664124 0.28515625 0.0283203125 21 1.7557251908396947 1.297709923664122 END
START -0.3893129770992366 0.241455078125 0.038818359375 22 2.2977099236641223 1.2900763358778626 END
START -0.22137404580152673 0.288330078125 0.01318359375 23 1.9236641221374047 1.0916030534351144 END
START 0.16030534351145037 0.25830078125 0.0166015625 24 1.297709923664122 0.5877862595419847 END
START 0.17557251908396945 0.27734375 0.02001953125 25 -0.030534351145038167 0.08396946564885496 END
START 0.15267175572519084 0.2568359375 0.01708984375 26 -0.8549618320610687 -0.2595419847328244 END
START 0.31297709923664124 0.276611328125 0.020263671875 27 -0.8320610687022901 -0.24427480916030533 END
START 0.42748091603053434 0.26953125 0.015380859375 28 -0.32061068702290074 0.015267175572519083 END
START 0.1297709923664122 0.265380859375 0.035400390625 29 -0.1297709923664122 0.06870229007633588 END
START 0.061068702290076333 0.271484375 0.02392578125 30 -1.916030534351145 0.22900763358778625 END
START 0.17557251908396945 0.2666015625 0.023681640625 31 0.48854961832061067 0.31297709923664124 END
START 0.10687022900763359 0.26708984375 0.023681640625 32 0.20610687022900764 0.22900763358778625 END
START 0.22137404580152673 0.258544921875 0.025146484375 33 0.015267175572519083 0.17557251908396945 END
START 0.22900763358778625 0.271484375 0.022705078125 34 -0.061068702290076333 0.1297709923664122 END
START 0.16793893129770993 0.256591796875 0.025634765625 35 -0.1297709923664122 0.11450381679389313 END
START 0.26717557251908397 0.266845703125 0.021240234375 36 -1.9465648854961832 0.17557251908396945 END
START 0.16030534351145037 0.267333984375 0.02587890625 37 -1.8931297709923665 0.24427480916030533 END
START 0.183206106870229 0.26513671875 0.021728515625 38 -1.900763358778626 0.183206106870229 END
START 0.15267175572519084 0.276611328125 0.027099609375 39 0.015267175572519083 0.183206106870229 END
START 0.15267175572519084 0.260986328125 0.02294921875 40 -0.13740458015267176 0.09923664122137404 END
START 0.20610687022900764 0.27392578125 0.01904296875 41 -0.05343511450381679 0.15267175572519084 END
START 0.1450381679389313 0.26123046875 0.026123046875 42 -0.13740458015267176 0.13740458015267176 END
START 0.22137404580152673 0.258056640625 0.04296875 43 -0.03816793893129771 0.13740458015267176 END
START 0.13740458015267176 0.270263671875 0.0224609375 44 -0.030534351145038167 0.1450381679389313 END
START 0.19083969465648856 0.25927734375 0.02197265625 45 0.007633587786259542 0.1297709923664122 END
START 0.1450381679389313 0.2734375 0.0263671875 46 0.05343511450381679 0.13740458015267176 END
START 0.1297709923664122 0.25341796875 0.017822265625 47 -0.007633587786259542 0.11450381679389313 END
START 0.1984732824427481 0.273681640625 0.017333984375 48 -0.022900763358778626 0.1297709923664122 END
START 0.12213740458015267 0.260986328125 0.029296875 49 -0.07633587786259542 0.10687022900763359 END
START 0.1984732824427481 0.27099609375 0.021240234375 50 -0.007633587786259542 0.13740458015267176 END
START 0.17557251908396945 0.26416015625 0.028564453125 51 -0.07633587786259542 0.16793893129770993 END
START 0.2595419847328244 0.2626953125 0.0302734375 52 -0.06870229007633588 0.10687022900763359 END
START 0.1450381679389313 0.26708984375 0.02294921875 53 -0.07633587786259542 0.13740458015267176 END
START 0.22137404580152673 0.239990234375 0.02880859375 54 -0.0916030534351145 0.0916030534351145 END
START 0.17557251908396945 0.280517578125 0.007080078125 55 -0.11450381679389313 0.17557251908396945 END
START 0.20610687022900764 0.26123046875 0.030029296875 56 -0.11450381679389313 0.0916030534351145 END
START 0.21374045801526717 0.2685546875 0.01708984375 57 -0.0916030534351145 0.11450381679389313 END
START 0.16793893129770993 0.25927734375 0.03076171875 58 -0.11450381679389313 0.0916030534351145 END
START 0.21374045801526717 0.278076171875 0.015869140625 59 -0.08396946564885496 0.08396946564885496 END
START 0.13740458015267176 0.268310546875 0.02734375 60 -0.06870229007633588 0.15267175572519084 END
START 0.1984732824427481 0.26318359375 0.022705078125 61 -0.05343511450381679 0.061068702290076333 END
START 0.16030534351145037 0.27587890625 0.02392578125 62 -1.9541984732824427 0.1297709923664122 END
START 0.16030534351145037 0.257568359375 0.030517578125 63 -0.03816793893129771 0.0916030534351145 END
START 0.15267175572519084 0.273193359375 0.021728515625 64 -0.022900763358778626 0.16030534351145037 END
START 0.17557251908396945 0.258544921875 0.025146484375 65 -0.030534351145038167 0.11450381679389313 END
START 0.19083969465648856 0.274658203125 0.023193359375 66 -0.11450381679389313 0.12213740458015267 END
START 0.1984732824427481 0.266357421875 0.02587890625 67 -0.11450381679389313 0.12213740458015267 END
